job_id;job_title_short;job_location_city;job_via;job_schedule_type;job_work_from_home;job_posted_month;job_no_degree_mention
395758;Data Engineer;Johannesburg;Indeed;Full-time;FALSE;July;FALSE
413300;Data Engineer;Johannesburg;Indeed;Full-time;FALSE;April;FALSE
837899;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;September;FALSE
90225;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;June;FALSE
528735;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;February;FALSE
808256;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;April;FALSE
1453854;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;May;FALSE
147846;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;June;FALSE
262703;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;April;FALSE
974722;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;May;FALSE
155096;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;June;FALSE
325134;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;April;FALSE
447493;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;May;FALSE
521544;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;August;FALSE
1347006;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;June;FALSE
1761534;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;May;FALSE
1764535;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;February;FALSE
12791;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;October;FALSE
572940;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;January;FALSE
596124;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;March;FALSE
795420;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;October;FALSE
979358;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;June;FALSE
1377876;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;July;FALSE
1758896;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;March;FALSE
300807;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;February;FALSE
692175;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;July;FALSE
74345;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;January;FALSE
193520;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;April;FALSE
535175;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;April;FALSE
174870;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;June;FALSE
835050;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;March;FALSE
1459895;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;May;FALSE
1727724;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;April;FALSE
821204;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;October;FALSE
1471998;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;September;FALSE
1761967;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;March;FALSE
245064;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;November;FALSE
323861;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;October;FALSE
559712;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;May;FALSE
927331;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;September;FALSE
1146970;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;November;FALSE
1193138;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;June;FALSE
27552;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;August;FALSE
410740;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;January;FALSE
1804927;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;September;FALSE
205440;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;January;FALSE
339826;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;March;FALSE
597266;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;September;FALSE
962771;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;March;FALSE
1085322;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;April;FALSE
1379899;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;January;FALSE
1710998;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;September;FALSE
1760586;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;July;FALSE
38629;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;June;FALSE
48860;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;August;FALSE
990196;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;June;FALSE
1701498;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;May;FALSE
1816519;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;October;FALSE
1806733;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;January;FALSE
1199476;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;January;FALSE
1239611;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;April;FALSE
398132;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;March;FALSE
1207713;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;April;FALSE
117314;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;August;FALSE
736207;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;January;FALSE
1335103;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;January;FALSE
228803;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;April;FALSE
423405;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;June;FALSE
848647;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;June;FALSE
1003507;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;February;FALSE
1285944;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;September;FALSE
98500;Data Scientist;Johannesburg;Indeed;Full-time;FALSE;June;TRUE
659516;Data Analyst;Johannesburg;Indeed;Full-time;FALSE;June;FALSE
1289966;Senior Data Engineer;Johannesburg;Indeed;Full-time;FALSE;June;TRUE
1041004;Senior Data Engineer;Johannesburg;Indeed;Full-time;FALSE;July;FALSE
1314600;Data Analyst;Johannesburg;Indeed;Full-time;FALSE;October;FALSE
1349187;Data Analyst;Johannesburg;Indeed;Full-time;FALSE;August;FALSE
1426314;Senior Data Engineer;Johannesburg;Indeed;Full-time;FALSE;February;FALSE
382419;Senior Data Engineer;Johannesburg;Indeed;Full-time;FALSE;January;FALSE
905385;Senior Data Engineer;Johannesburg;Indeed;Full-time;FALSE;September;FALSE
1304688;Senior Data Engineer;Johannesburg;Indeed;Full-time;FALSE;August;FALSE
1416875;Senior Data Engineer;Johannesburg;Indeed;Full-time;FALSE;March;TRUE
73063;Cloud Engineer;Johannesburg;Indeed;Full-time;FALSE;April;FALSE
327554;Data Analyst;Johannesburg;Indeed;Full-time;FALSE;September;FALSE
772149;Data Analyst;Johannesburg;Indeed;Full-time;FALSE;September;FALSE
360184;Senior Data Engineer;Johannesburg;Indeed;Full-time;FALSE;March;TRUE
1068473;Senior Data Engineer;Johannesburg;Indeed;Full-time;FALSE;August;FALSE
1441709;Senior Data Scientist;Johannesburg;Indeed;Full-time;FALSE;October;FALSE
1697103;Data Analyst;Johannesburg;Indeed;Full-time;FALSE;February;FALSE
943148;Senior Data Scientist;Johannesburg;Indeed;Full-time;FALSE;January;FALSE
634365;Senior Data Engineer;Johannesburg;Indeed;Full-time;FALSE;May;FALSE
100382;Senior Data Scientist;Johannesburg;Indeed;Full-time;FALSE;July;FALSE
1179187;Senior Data Engineer;Johannesburg;Indeed;Full-time;FALSE;May;TRUE
1658709;Senior Data Engineer;Johannesburg;Indeed;Full-time;FALSE;May;TRUE
241870;Data Analyst;Johannesburg;Indeed;Full-time;FALSE;September;TRUE
421187;Senior Data Scientist;Johannesburg;Indeed;Full-time;FALSE;July;FALSE
638842;Senior Data Scientist;Johannesburg;Indeed;Full-time;FALSE;September;FALSE
884049;Data Analyst;Johannesburg;Indeed;Full-time;FALSE;September;FALSE
1290762;Machine Learning Engineer;Johannesburg;Indeed;Full-time;FALSE;October;FALSE
674059;Senior Data Engineer;Johannesburg;Indeed;Full-time;FALSE;July;TRUE
942391;Senior Data Scientist;Johannesburg;Indeed;Full-time;FALSE;October;FALSE
1260134;Machine Learning Engineer;Johannesburg;Indeed;Full-time;FALSE;February;FALSE
1349412;Senior Data Scientist;Johannesburg;Indeed;Full-time;FALSE;June;FALSE
1647725;Data Analyst;Johannesburg;Indeed;Full-time;FALSE;April;FALSE
1634396;Senior Data Engineer;Johannesburg;Indeed;Full-time;FALSE;May;FALSE
1719318;Data Analyst;Johannesburg;Indeed;Full-time;FALSE;June;FALSE
547325;Senior Data Scientist;Johannesburg;Indeed;Full-time;FALSE;August;FALSE
793328;Senior Data Analyst;Johannesburg;Indeed;Full-time;FALSE;August;FALSE
340103;Senior Data Engineer;Johannesburg;Indeed;Full-time;FALSE;June;TRUE
794600;Machine Learning Engineer;Johannesburg;Indeed;Full-time;FALSE;June;FALSE
1516160;Cloud Engineer;Johannesburg;Indeed;Full-time;FALSE;April;FALSE
1616001;Data Analyst;Johannesburg;Indeed;Full-time;FALSE;September;FALSE
732934;Data Analyst;Johannesburg;Indeed;Full-time;FALSE;August;FALSE
686405;Data Analyst;Johannesburg;Indeed;Full-time;FALSE;January;FALSE
783035;Data Analyst;Johannesburg;Indeed;Full-time;FALSE;September;TRUE
1278728;Data Analyst;Johannesburg;Indeed;Full-time;FALSE;October;FALSE
1660529;Senior Data Engineer;Johannesburg;Indeed;Full-time;FALSE;January;FALSE
1729583;Senior Data Scientist;Johannesburg;Indeed;Full-time;FALSE;March;FALSE
814310;Data Analyst;Johannesburg;Indeed;Full-time;FALSE;September;FALSE
729593;Data Analyst;Johannesburg;Indeed;Full-time;FALSE;August;FALSE
1373320;Data Analyst;Johannesburg;Indeed;Full-time;FALSE;October;TRUE
1412805;Senior Data Scientist;Johannesburg;Indeed;Full-time;FALSE;August;FALSE
1472022;Machine Learning Engineer;Johannesburg;Indeed;Full-time;FALSE;March;FALSE
943870;Senior Data Engineer;Johannesburg;South;Full-time;FALSE;January;FALSE
1424511;Data Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1343638;Business Analyst;Johannesburg;South;Full-time;FALSE;February;FALSE
1346125;Data Scientist;Johannesburg;South;Full-time;FALSE;February;FALSE
1350061;Software Engineer;Johannesburg;South;Full-time;FALSE;February;TRUE
1353408;Data Engineer;Johannesburg;South;Full-time;FALSE;February;TRUE
1353410;Software Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1355129;Senior Data Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1365114;Senior Data Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1366709;Data Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1367422;Data Scientist;Johannesburg;South;Full-time;FALSE;February;FALSE
1368983;Data Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1369706;Data Scientist;Johannesburg;South;Full-time;FALSE;February;FALSE
1371482;Data Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1372312;Data Scientist;Johannesburg;South;Full-time;FALSE;February;FALSE
1374143;Data Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1374997;Data Scientist;Johannesburg;South;Full-time;FALSE;February;FALSE
1377010;Data Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1377952;Data Scientist;Johannesburg;South;Full-time;FALSE;February;FALSE
1380292;Data Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1381099;Software Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1381373;Data Scientist;Johannesburg;South;Full-time;FALSE;February;FALSE
1383177;Data Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1384005;Data Scientist;Johannesburg;South;Full-time;FALSE;February;FALSE
1385806;Data Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1386646;Data Scientist;Johannesburg;South;Full-time;FALSE;February;FALSE
1388345;Data Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1389127;Data Scientist;Johannesburg;South;Full-time;FALSE;February;FALSE
1391107;Data Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1392036;Data Scientist;Johannesburg;South;Full-time;FALSE;February;FALSE
1393967;Data Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1394873;Data Scientist;Johannesburg;South;Full-time;FALSE;February;FALSE
1397302;Data Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1398139;Software Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1398425;Data Scientist;Johannesburg;South;Full-time;FALSE;February;FALSE
1400635;Senior Data Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1401221;Data Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1402179;Software Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1402500;Data Scientist;Johannesburg;South;Full-time;FALSE;February;FALSE
1404555;Data Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1405492;Data Scientist;Johannesburg;South;Full-time;FALSE;February;FALSE
1407365;Data Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1408239;Data Scientist;Johannesburg;South;Full-time;FALSE;February;FALSE
1410037;Data Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1410874;Data Scientist;Johannesburg;South;Full-time;FALSE;February;FALSE
1412992;Data Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1413968;Data Scientist;Johannesburg;South;Full-time;FALSE;February;FALSE
1416221;Data Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1418628;Data Scientist;Johannesburg;South;Full-time;FALSE;February;FALSE
1420317;Software Engineer;Johannesburg;South;Full-time;FALSE;February;TRUE
1420923;Software Engineer;Johannesburg;South;Full-time;FALSE;February;FALSE
1422426;Software Engineer;Johannesburg;South;Full-time;FALSE;February;TRUE
1436246;Cloud Engineer;Johannesburg;South;Full-time;FALSE;March;TRUE
1438248;Data Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1438250;Business Analyst;Johannesburg;South;Full-time;FALSE;March;FALSE
1438251;Software Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1440210;Software Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1440211;Data Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1440212;Business Analyst;Johannesburg;South;Full-time;FALSE;March;FALSE
1440214;Machine Learning Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1440400;Data Scientist;Johannesburg;South;Full-time;FALSE;March;FALSE
1440403;Software Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1440405;Software Engineer;Johannesburg;South;Full-time;FALSE;March;TRUE
1445408;Data Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1445409;Data Scientist;Johannesburg;South;Full-time;FALSE;March;FALSE
1445412;Data Scientist;Johannesburg;South;Full-time;FALSE;March;FALSE
1445414;Software Engineer;Johannesburg;South;Full-time;FALSE;March;TRUE
1445791;Software Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1445792;Data Analyst;Johannesburg;South;Full-time;FALSE;March;FALSE
1447688;Data Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1447946;Software Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1450046;Data Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1450342;Software Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1452540;Data Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1452855;Software Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1275995;Software Engineer;Johannesburg;South;Full-time;FALSE;January;TRUE
1275996;Software Engineer;Johannesburg;South;Full-time;FALSE;January;TRUE
1306814;Data Scientist;Johannesburg;South;Full-time;FALSE;January;FALSE
1314274;Software Engineer;Johannesburg;South;Full-time;FALSE;January;FALSE
1315066;Data Analyst;Johannesburg;South;Full-time;FALSE;January;FALSE
1315069;Data Engineer;Johannesburg;South;Full-time;FALSE;January;TRUE
1315311;Senior Data Engineer;Johannesburg;South;Full-time;FALSE;January;FALSE
1315313;Software Engineer;Johannesburg;South;Full-time;FALSE;January;TRUE
1315570;Data Engineer;Johannesburg;South;Full-time;FALSE;January;FALSE
1315571;Data Engineer;Johannesburg;South;Full-time;FALSE;January;FALSE
1315572;Software Engineer;Johannesburg;South;Full-time;FALSE;January;FALSE
1315573;Data Engineer;Johannesburg;South;Full-time;FALSE;January;FALSE
1315578;Data Scientist;Johannesburg;South;Full-time;FALSE;January;TRUE
1315579;Data Scientist;Johannesburg;South;Full-time;FALSE;January;FALSE
1315750;Data Engineer;Johannesburg;South;Full-time;FALSE;January;TRUE
1315751;Senior Data Engineer;Johannesburg;South;Full-time;FALSE;January;TRUE
1316123;Data Engineer;Johannesburg;South;Full-time;FALSE;January;FALSE
1316236;Senior Data Engineer;Johannesburg;South;Full-time;FALSE;January;FALSE
1316246;Software Engineer;Johannesburg;South;Full-time;FALSE;January;TRUE
1316759;Business Analyst;Johannesburg;South;Full-time;FALSE;January;TRUE
1316760;Software Engineer;Johannesburg;South;Full-time;FALSE;January;FALSE
1318691;Data Analyst;Johannesburg;South;Full-time;FALSE;January;TRUE
1319264;Senior Data Engineer;Johannesburg;South;Full-time;FALSE;January;FALSE
1321438;Data Scientist;Johannesburg;South;Full-time;FALSE;January;TRUE
1321993;Data Scientist;Johannesburg;South;Full-time;FALSE;January;FALSE
1323219;Data Engineer;Johannesburg;South;Full-time;FALSE;January;FALSE
1324113;Data Engineer;Johannesburg;South;Full-time;FALSE;January;FALSE
1324223;Senior Data Engineer;Johannesburg;South;Full-time;FALSE;January;FALSE
1325677;Data Scientist;Johannesburg;South;Full-time;FALSE;January;FALSE
1326858;Data Engineer;Johannesburg;South;Full-time;FALSE;January;FALSE
1326930;Data Engineer;Johannesburg;South;Full-time;FALSE;January;FALSE
1327110;Data Engineer;Johannesburg;South;Full-time;FALSE;January;FALSE
1327337;Senior Data Engineer;Johannesburg;South;Full-time;FALSE;January;FALSE
1327425;Data Scientist;Johannesburg;South;Full-time;FALSE;January;TRUE
1330729;Senior Data Engineer;Johannesburg;South;Full-time;FALSE;January;FALSE
1330730;Software Engineer;Johannesburg;South;Full-time;FALSE;January;TRUE
1331363;Machine Learning Engineer;Johannesburg;South;Full-time;FALSE;January;FALSE
1334675;Senior Data Scientist;Johannesburg;South;Full-time;FALSE;January;FALSE
1336263;Business Analyst;Johannesburg;South;Full-time;FALSE;January;FALSE
1337760;Software Engineer;Johannesburg;South;Full-time;FALSE;January;TRUE
1339207;Data Scientist;Johannesburg;South;Full-time;FALSE;January;FALSE
1340091;Business Analyst;Johannesburg;South;Full-time;FALSE;January;FALSE
1455202;Data Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1455537;Software Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1458228;Data Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1458615;Software Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1460648;Data Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1460934;Software Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1462807;Data Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1463063;Software Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1464866;Data Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1465117;Software Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1467048;Data Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1467316;Software Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1469328;Data Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1469612;Software Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1471880;Data Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1472204;Software Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1474622;Data Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1474971;Software Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1476899;Data Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1477162;Software Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1478842;Data Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1479065;Software Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1482413;Data Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
1482827;Software Engineer;Johannesburg;South;Full-time;FALSE;March;FALSE
802621;Business Analyst;Johannesburg;Ai-Jobs.net;Full-time;FALSE;February;FALSE
858481;Senior Data Analyst;Johannesburg;Ai-Jobs.net;Full-time;FALSE;May;FALSE
14376;Data Analyst;Johannesburg;Jobs;Full-time;FALSE;March;FALSE
328939;Senior Data Engineer;Johannesburg;CareerJunction;Full-time;FALSE;January;FALSE
441735;Data Analyst;Johannesburg;CareerJunction;Full-time;FALSE;August;FALSE
481212;Senior Data Engineer;Johannesburg;CompuJobs;Full-time;FALSE;October;FALSE
801348;Software Engineer;Johannesburg;Startup;Full-time;FALSE;June;FALSE
884242;Data Analyst;Johannesburg;ProActuary;Full-time;FALSE;October;FALSE
1117338;Senior Data Scientist;Johannesburg;SimplyHired,;Full-time;FALSE;July;FALSE
1245344;Cloud Engineer;Johannesburg;CareerJunction;Full-time;FALSE;December;TRUE
1273350;Senior Data Engineer;Johannesburg;Jobs;Full-time;FALSE;February;FALSE
1322751;Data Analyst;Johannesburg;CareerJunction;Full-time;FALSE;October;TRUE
1323679;Senior Data Engineer;Johannesburg;CareerJunction;Full-time;FALSE;January;FALSE
1396371;Cloud Engineer;Johannesburg;Equinix;Full-time;FALSE;November;TRUE
313190;Data Analyst;Johannesburg;Ai-Jobs.net;Full-time;FALSE;May;TRUE
341252;Machine Learning Engineer;Johannesburg;SmartRecruiters;Full-time;FALSE;October;FALSE
39216;Software Engineer;Johannesburg;CareerJunction;Full-time;FALSE;January;FALSE
81876;Senior Data Scientist;Johannesburg;CareerJunction;Full-time;FALSE;November;FALSE
134442;Machine Learning Engineer;Johannesburg;CareerJunction;Full-time;FALSE;July;FALSE
505772;Senior Data Engineer;Johannesburg;CareerJunction;Full-time;FALSE;July;TRUE
564991;Software Engineer;Johannesburg;CareerJunction;Full-time;FALSE;February;FALSE
613085;Data Analyst;Johannesburg;Ai-Jobs.net;Full-time;FALSE;February;TRUE
811801;Senior Data Engineer;Johannesburg;CareerJunction;Full-time;FALSE;November;TRUE
874216;Data Analyst;Johannesburg;CareerJunction;Full-time;FALSE;November;FALSE
928600;Senior Data Scientist;Johannesburg;Globe;Full-time;FALSE;October;FALSE
1154152;Data Analyst;Johannesburg;Ai-Jobs.net;Full-time;FALSE;January;FALSE
1656640;Machine Learning Engineer;Johannesburg;Jobs;Full-time;FALSE;February;FALSE
133092;Data Analyst;Johannesburg;Smart;Full-time;FALSE;December;FALSE
156965;Senior Data Scientist;Johannesburg;Vodafone;Full-time;FALSE;May;FALSE
327180;Data Analyst;Johannesburg;Ai-Jobs.net;Full-time;FALSE;March;TRUE
613207;Data Analyst;Johannesburg;Ai-Jobs.net;Full-time;FALSE;May;FALSE
657697;Software Engineer;Johannesburg;CareerJunction;Full-time;FALSE;November;TRUE
875013;Machine Learning Engineer;Johannesburg;CareerJunction;Full-time;FALSE;December;FALSE
951908;Senior Data Scientist;Johannesburg;Jobsrican;Full-time;FALSE;November;FALSE
1428252;Senior Data Scientist;Johannesburg;CareerJunction;Full-time;FALSE;August;FALSE
575495;Software Engineer;Johannesburg;Recruit.net;Full-time;FALSE;August;FALSE
948799;Senior Data Scientist;Johannesburg;Jobtome;Full-time;FALSE;February;FALSE
1010739;Cloud Engineer;Johannesburg;Jobtome;Full-time;FALSE;December;FALSE
1363985;Senior Data Engineer;Johannesburg;Energy;Full-time;FALSE;August;TRUE
1374021;Data Analyst;Johannesburg;Recruit.net;Full-time;FALSE;August;TRUE
1691427;Senior Data Scientist;Johannesburg;Hackr;Full-time;FALSE;August;FALSE
53259;Senior Data Engineer;Johannesburg;Energy;Full-time;FALSE;July;TRUE
71753;Senior Data Scientist;Johannesburg;Learn4Good.com;Full-time;FALSE;August;FALSE
88416;Senior Data Scientist;Johannesburg;Mogul;Full-time;FALSE;November;FALSE
93648;Senior Data Scientist;Johannesburg;Sercanto;Full-time;FALSE;January;FALSE
312341;Senior Data Scientist;Johannesburg;JobLeads;Full-time;FALSE;March;FALSE
409995;Data Analyst;Johannesburg;Jobtome;Full-time;FALSE;December;FALSE
437549;Data Analyst;Johannesburg;Emprego.pt;Full-time;FALSE;January;FALSE
494576;Senior Data Scientist;Johannesburg;Jobted;Full-time;FALSE;August;FALSE
501696;Data Analyst;Johannesburg;Jobted;Full-time;FALSE;July;FALSE
592730;Senior Data Scientist;Johannesburg;WhatJobs;Full-time;FALSE;December;FALSE
690227;Senior Data Engineer;Johannesburg;Recruit.net;Full-time;FALSE;February;FALSE
870829;Data Analyst;Johannesburg;Emprego.pt;Full-time;FALSE;January;TRUE
893369;Cloud Engineer;Johannesburg;Recruit.net;Full-time;FALSE;June;TRUE
920924;Cloud Engineer;Johannesburg;Talent.com;Full-time;FALSE;July;FALSE
1243449;Senior Data Engineer;Johannesburg;Talent.com;Full-time;FALSE;July;FALSE
1442709;Senior Data Engineer;Johannesburg;Sercanto;Full-time;FALSE;January;FALSE
1509332;Cloud Engineer;Johannesburg;Talent.com;Full-time;FALSE;July;FALSE
1652000;Senior Data Engineer;Johannesburg;Jobtome;Full-time;FALSE;April;TRUE
188461;Senior Data Analyst;Johannesburg;Ai-Jobs.net;Full-time;FALSE;June;FALSE
1076150;Senior Data Engineer;Johannesburg;CareerJunction;Full-time;FALSE;July;FALSE
1639855;Senior Data Scientist;Johannesburg;Vodafone;Full-time;FALSE;June;FALSE
253402;Data Analyst;Johannesburg;Ai-Jobs.net;Full-time;FALSE;August;FALSE
269025;Software Engineer;Johannesburg;SimplyHired,;Full-time;FALSE;January;TRUE
613838;Senior Data Scientist;Johannesburg;SimplyHired;Full-time;FALSE;October;FALSE
941439;Data Analyst;Johannesburg;Ai-Jobs.net;Full-time;FALSE;April;FALSE
434950;Software Engineer;Johannesburg;Recruit.net;Full-time;FALSE;January;TRUE
327128;Data Analyst;Johannesburg;SmartRecruiters;Full-time;FALSE;October;FALSE
544828;Business Analyst;Johannesburg;Govt.;Full-time;FALSE;April;TRUE
1307372;Senior Data Engineer;Johannesburg;Job;Full-time;FALSE;July;TRUE
601938;Data Analyst;Johannesburg;Ai-Jobs.net;Full-time;FALSE;June;TRUE
402134;Senior Data Scientist;Johannesburg;Careers;Full-time;FALSE;November;FALSE
422718;Software Engineer;Johannesburg;Jobiors;Full-time;FALSE;January;TRUE
460952;Cloud Engineer;Johannesburg;CompuJobs;Full-time;FALSE;October;TRUE
838518;Data Analyst;Johannesburg;SimplyHired,;Full-time;FALSE;January;FALSE
1424486;Data Analyst;Johannesburg;Open;Full-time;FALSE;January;FALSE
1494530;Data Analyst;Johannesburg;MyJobMag;Full-time;FALSE;February;FALSE
23285;Data Analyst;Johannesburg;Ai-Jobs.net;Full-time;FALSE;January;FALSE
200075;Senior Data Engineer;Johannesburg;Vodafone;Full-time;FALSE;June;FALSE
498634;Senior Data Scientist;Johannesburg;CompuJobs;Full-time;FALSE;April;FALSE
1086659;Business Analyst;Johannesburg;Smart;Full-time;FALSE;December;FALSE
1255462;Senior Data Engineer;Johannesburg;CompuJobs;Full-time;FALSE;August;FALSE
393413;Senior Data Analyst;Johannesburg;Ai-Jobs.net;Full-time;FALSE;July;FALSE
443893;Software Engineer;Johannesburg;CompuJobs;Full-time;FALSE;September;FALSE
245688;Data Analyst;Johannesburg;Elucidate.freshteam.com;Full-time;FALSE;April;FALSE
1193161;Data Analyst;Johannesburg;Ai-Jobs.net;Full-time;FALSE;January;FALSE
